# year, band_1, band_2, band_3, band_4, band_5, band_6, band_7, band_8, band_9, band_10, band_11, band_12, band_13, band_14, band_15, band_16, band_17, band_18, band_19, band_20, band_21, band_22, band_23, band_24, band_25, band_26, band_27, band_28, band_29, band_30, band_31, band_32, band_33, band_34, band_35, band_36, band_37, band_38, band_39, band_40, band_41, band_42, band_43, band_44, band_45, band_46, band_47, band_48, band_49, band_50, band_51, band_52, band_53, band_54, band_55, band_56, band_57, band_58, band_59, band_60, band_61, band_62, band_63, band_64, band_65, band_66, band_67, band_68, band_69, band_70, band_71, band_72, band_73, band_74, band_75, band_76, band_77, band_78, band_79, band_80, band_81, band_82, band_83, band_84, band_85, band_86, band_87, band_88, band_89, band_90, band_91, band_92, band_93, band_94, band_95, band_96
1999.6, 1.937227e-07, 1.891839e-07, 1.853929e-07, 1.819505e-07, 1.789443e-07, 1.750646e-07, 1.718396e-07, 1.687061e-07, 1.658102e-07, 1.627269e-07, 1.600235e-07, 1.572517e-07, 1.546200e-07, 1.520818e-07, 1.496684e-07, 1.471039e-07, 1.449746e-07, 1.425970e-07, 1.396441e-07, 1.386802e-07, 1.364236e-07, 1.341305e-07, 1.325750e-07, 1.306845e-07, 1.286957e-07, 1.271296e-07, 1.253925e-07, 1.235716e-07, 1.221051e-07, 1.205039e-07, 1.188629e-07, 1.174668e-07, 1.159861e-07, 1.144921e-07, 1.132963e-07, 1.117691e-07, 1.104098e-07, 1.091639e-07, 1.078925e-07, 1.065986e-07, 1.054334e-07, 1.042454e-07, 1.030307e-07, 1.019495e-07, 1.008398e-07, 9.971448e-08, 9.869854e-08, 9.765953e-08, 9.661331e-08, 9.564445e-08, 9.466712e-08, 9.368627e-08, 9.277243e-08, 9.185387e-08, 9.093625e-08, 9.006785e-08, 8.920183e-08, 8.833619e-08, 8.751538e-08, 8.669641e-08, 8.588066e-08, 8.510467e-08, 8.433417e-08, 8.356619e-08, 8.282520e-08, 8.209228e-08, 8.136248e-08, 8.065989e-08, 7.996462e-08, 7.927292e-08, 7.860490e-08, 7.794537e-08, 7.728801e-08, 7.665462e-08, 7.597113e-08, 7.542602e-08, 7.479877e-08, 7.420132e-08, 7.360934e-08, 7.303223e-08, 7.246333e-08, 7.190170e-08, 7.134871e-08, 7.080563e-08, 7.027004e-08, 6.973317e-08, 6.922279e-08, 6.867466e-08, 6.818850e-08, 6.770782e-08, 6.723189e-08, 6.677571e-08, 6.627003e-08, 6.580509e-08, 6.538060e-08, 6.492614e-08
2017.8, 1.937227e-07, 1.891839e-07, 1.853929e-07, 1.819505e-07, 1.789443e-07, 1.750646e-07, 1.718396e-07, 1.687061e-07, 1.658102e-07, 1.627269e-07, 1.600235e-07, 1.572517e-07, 1.546200e-07, 1.520818e-07, 1.496684e-07, 1.471039e-07, 1.449746e-07, 1.425970e-07, 1.396441e-07, 1.386802e-07, 1.364236e-07, 1.341305e-07, 1.325750e-07, 1.306845e-07, 1.286957e-07, 1.271296e-07, 1.253925e-07, 1.235716e-07, 1.221051e-07, 1.205039e-07, 1.188629e-07, 1.174668e-07, 1.159861e-07, 1.144921e-07, 1.132963e-07, 1.117691e-07, 1.104098e-07, 1.091639e-07, 1.078925e-07, 1.065986e-07, 1.054334e-07, 1.042454e-07, 1.030307e-07, 1.019495e-07, 1.008398e-07, 9.971448e-08, 9.869854e-08, 9.765953e-08, 9.661331e-08, 9.564445e-08, 9.466712e-08, 9.368627e-08, 9.277243e-08, 9.185387e-08, 9.093625e-08, 9.006785e-08, 8.920183e-08, 8.833619e-08, 8.751538e-08, 8.669641e-08, 8.588066e-08, 8.510467e-08, 8.433417e-08, 8.356619e-08, 8.282520e-08, 8.209228e-08, 8.136248e-08, 8.065989e-08, 7.996462e-08, 7.927292e-08, 7.860490e-08, 7.794537e-08, 7.728801e-08, 7.665462e-08, 7.597113e-08, 7.542602e-08, 7.479877e-08, 7.420132e-08, 7.360934e-08, 7.303223e-08, 7.246333e-08, 7.190170e-08, 7.134871e-08, 7.080563e-08, 7.027004e-08, 6.973317e-08, 6.922279e-08, 6.867466e-08, 6.818850e-08, 6.770782e-08, 6.723189e-08, 6.677571e-08, 6.627003e-08, 6.580509e-08, 6.538060e-08, 6.492614e-08
