# year, band_1, band_2, band_3, band_4, band_5, band_6, band_7, band_8, band_9, band_10, band_11, band_12, band_13, band_14, band_15, band_16, band_17, band_18, band_19, band_20, band_21, band_22, band_23, band_24, band_25, band_26, band_27, band_28, band_29, band_30, band_31, band_32, band_33, band_34, band_35, band_36, band_37, band_38, band_39, band_40, band_41, band_42, band_43, band_44, band_45, band_46, band_47, band_48, band_49, band_50, band_51, band_52, band_53, band_54, band_55, band_56, band_57, band_58, band_59, band_60, band_61, band_62, band_63, band_64, band_65, band_66, band_67, band_68, band_69, band_70, band_71, band_72, band_73, band_74, band_75, band_76, band_77, band_78, band_79, band_80, band_81, band_82, band_83, band_84, band_85, band_86, band_87, band_88, band_89, band_90, band_91, band_92, band_93, band_94, band_95, band_96
1999.6, 0.921061, 0.952512, 0.971346, 0.953441, 1.009505, 0.934474, 0.899747, 1.046367, 0.964573, 1.002414, 0.992716, 1.006357, 1.011514, 0.977252, 1.026508, 0.987724, 0.987005, 0.966350, 0.988119, 0.934422, 1.023133, 1.017495, 0.994217, 0.960201, 1.009306, 1.046238, 1.042924, 1.117514, 1.066730, 1.034749, 1.070353, 1.065283, 1.024656, 1.046607, 1.254762, 0.786443, 1.013740, 1.075437, 1.026020, 1.053177, 1.056351, 1.016940, 1.017742, 1.049126, 1.031873, 1.037363, 1.040118, 1.025037, 1.021822, 1.031787, 0.996204, 1.036295, 1.039096, 0.997155, 1.013723, 1.016694, 0.991701, 1.010481, 1.014346, 1.004454, 1.017910, 1.025184, 0.997332, 1.008427, 1.012874, 1.004259, 0.998621, 1.023358, 0.984375, 0.982442, 0.995409, 1.000063, 1.000632, 1.006145, 1.019931, 0.982536, 0.995634, 0.985123, 0.962045, 0.987961, 0.974515, 0.928694, 0.953571, 0.957467, 0.934758, 0.974498, 0.963053, 0.931815, 0.971188, 0.972526, 0.991621, 0.936131, 0.900714, 0.964065, 0.973805, 0.829441
2017.8, 0.921061, 0.952512, 0.971346, 0.953441, 1.009505, 0.934474, 0.899747, 1.046367, 0.964573, 1.002414, 0.992716, 1.006357, 1.011514, 0.977252, 1.026508, 0.987724, 0.987005, 0.966350, 0.988119, 0.934422, 1.023133, 1.017495, 0.994217, 0.960201, 1.009306, 1.046238, 1.042924, 1.117514, 1.066730, 1.034749, 1.070353, 1.065283, 1.024656, 1.046607, 1.254762, 0.786443, 1.013740, 1.075437, 1.026020, 1.053177, 1.056351, 1.016940, 1.017742, 1.049126, 1.031873, 1.037363, 1.040118, 1.025037, 1.021822, 1.031787, 0.996204, 1.036295, 1.039096, 0.997155, 1.013723, 1.016694, 0.991701, 1.010481, 1.014346, 1.004454, 1.017910, 1.025184, 0.997332, 1.008427, 1.012874, 1.004259, 0.998621, 1.023358, 0.984375, 0.982442, 0.995409, 1.000063, 1.000632, 1.006145, 1.019931, 0.982536, 0.995634, 0.985123, 0.962045, 0.987961, 0.974515, 0.928694, 0.953571, 0.957467, 0.934758, 0.974498, 0.963053, 0.931815, 0.971188, 0.972526, 0.991621, 0.936131, 0.900714, 0.964065, 0.973805, 0.829441
